Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,PSH,PSD,PSA,HTCS,CS
E0,02/09/2023,Sheffield United,Everton,2,2,D,2,1,H,3.06,3.27,2.53,11,13
E0,02/09/2023,Brentford,Bournemouth,2,2,D,1,1,D,1.75,4.14,4.62,6,13
E0,02/09/2023,Burnley,Tottenham,2,5,A,1,2,A,3.97,4.04,1.88,15,9
E0,02/09/2023,Chelsea,Nottm Forest,0,1,A,0,0,D,1.39,5.1,8.62,10,9
E0,02/09/2023,Man City,Fulham,5,1,H,2,1,H,1.15,8.93,18.11,12,12
E0,02/09/2023,Brighton,Newcastle,3,1,H,1,0,H,2.59,3.94,2.58,14,17
E0,03/09/2023,Crystal Palace,Wolves,3,2,H,0,0,D,1.97,3.5,4.25,12,12
E0,03/09/2023,Liverpool,Aston Villa,3,0,H,2,0,H,1.68,4.61,4.6,12,7
E0,03/09/2023,Arsenal,Man United,3,1,H,1,1,D,1.77,4.08,4.55,8,7
E0,16/09/2023,Wolves,Liverpool,1,3,A,1,0,H,6.66,4.98,1.47,10,4
E0,16/09/2023,Aston Villa,Crystal Palace,3,1,H,0,0,D,1.93,3.76,4.1,13,9
E0,16/09/2023,Fulham,Luton,1,0,H,0,0,D,1.68,4.03,5.31,6,14
E0,16/09/2023,Man United,Brighton,1,3,A,0,1,A,2.25,4.02,2.99,8,9
E0,16/09/2023,Tottenham,Sheffield United,2,1,H,0,0,D,1.29,6.08,10.21,13,14
E0,16/09/2023,West Ham,Man City,1,3,A,1,0,H,6.58,4.7,1.5,7,11
E0,16/09/2023,Newcastle,Brentford,1,0,H,0,0,D,1.54,4.47,6.3,8,12
E0,17/09/2023,Bournemouth,Chelsea,0,0,D,0,0,D,4.39,4.05,1.8,15,20
E0,17/09/2023,Everton,Arsenal,0,1,A,0,0,D,6.3,4.54,1.53,12,10
E0,18/09/2023,Nottm Forest,Burnley,1,1,D,0,1,A,2.23,3.58,3.33,16,10
E0,23/09/2023,Crystal Palace,Fulham,0,0,D,0,0,D,1.99,3.54,4.11,10,15
E0,23/09/2023,Luton,Wolves,1,1,D,0,0,D,3.26,3.47,2.31,12,17
E0,23/09/2023,Man City,Nottm Forest,2,0,H,2,0,H,1.15,9.04,17.91,5,17
E0,23/09/2023,Brentford,Everton,1,3,A,1,1,D,1.81,3.8,4.67,9,12
E0,23/09/2023,Burnley,Man United,0,1,A,0,1,A,4.28,4.31,1.77,6,12
E0,24/09/2023,Arsenal,Tottenham,2,2,D,1,1,D,1.68,4.45,4.69,12,19
E0,24/09/2023,Brighton,Bournemouth,3,1,H,1,1,D,1.41,5.08,7.9,12,17
E0,24/09/2023,Chelsea,Aston Villa,0,1,A,0,0,D,1.93,3.9,3.93,9,11
E0,24/09/2023,Liverpool,West Ham,3,1,H,1,1,D,1.4,5.67,7.21,12,13
E0,24/09/2023,Sheffield United,Newcastle,0,8,A,0,3,A,7.05,4.98,1.45,12,8
E0,30/09/2023,Aston Villa,Brighton,6,1,H,3,0,H,2.58,3.96,2.58,19,21
E0,30/09/2023,Bournemouth,Arsenal,0,4,A,0,2,A,5.59,4.77,1.56,11,10
E0,30/09/2023,Everton,Luton,1,2,A,1,2,A,1.62,3.94,6.24,8,10
E0,30/09/2023,Man United,Crystal Palace,0,1,A,0,1,A,1.57,4.36,5.96,10,8
E0,30/09/2023,Newcastle,Burnley,2,0,H,1,0,H,1.34,5.67,9.15,7,15
E0,30/09/2023,West Ham,Sheffield United,2,0,H,2,0,H,1.44,4.94,7.44,6,9
E0,30/09/2023,Wolves,Man City,2,1,H,1,0,H,9.61,5.75,1.33,18,12
E0,30/09/2023,Tottenham,Liverpool,2,1,H,1,1,D,2.98,4.12,2.23,11,17
E0,01/10/2023,Nottm Forest,Brentford,1,1,D,0,0,D,2.84,3.29,2.69,6,10
E0,02/10/2023,Fulham,Chelsea,0,2,A,0,2,A,3.93,3.45,2.06,15,12
E0,03/10/2023,Luton,Burnley,1,2,A,0,1,A,2.94,3.23,2.65,14,6
E1,04/08/2023,Sheffield Weds,Southampton,1,2,A,0,1,A,3.3,3.44,2.3,12,10
E1,05/08/2023,Blackburn,West Brom,2,1,H,2,0,H,2.92,3.24,2.65,11,11
E1,05/08/2023,Bristol City,Preston,1,1,D,0,0,D,2.13,3.45,3.72,10,11
E1,05/08/2023,Middlesbrough,Millwall,0,1,A,0,0,D,2.05,3.48,3.96,3,8
E1,05/08/2023,Norwich,Hull,2,1,H,1,1,D,1.8,3.71,4.87,14,12
E1,05/08/2023,Plymouth,Huddersfield,3,1,H,1,1,D,2.19,3.46,3.55,9,15
E1,05/08/2023,Stoke,Rotherham,4,1,H,3,0,H,1.65,4,5.74,12,10
E1,05/08/2023,Swansea,Birmingham,1,1,D,0,1,A,1.9,3.65,4.37,9,12
E1,05/08/2023,Watford,QPR,4,0,H,4,0,H,1.88,3.69,4.39,8,15
E1,06/08/2023,Leicester,Coventry,2,1,H,0,0,D,1.6,4.24,5.9,11,13
E1,06/08/2023,Leeds,Cardiff,2,2,D,0,2,A,1.47,4.76,7.04,8,10
E1,06/08/2023,Sunderland,Ipswich,1,2,A,0,1,A,2.53,3.36,2.99,10,13
E1,12/08/2023,Coventry,Middlesbrough,3,0,H,1,0,H,2.45,3.45,3.04,5,8
E1,12/08/2023,Birmingham,Leeds,1,0,H,0,0,D,3.43,3.59,2.19,13,10
E1,12/08/2023,Cardiff,QPR,1,2,A,0,1,A,2,3.58,4.01,8,13
E1,12/08/2023,Huddersfield,Leicester,0,1,A,0,0,D,4.66,3.93,1.78,15,8
E1,12/08/2023,Hull,Sheffield Weds,4,2,H,1,1,D,2.37,3.42,3.19,7,22
E1,12/08/2023,Ipswich,Stoke,2,0,H,1,0,H,2.16,3.6,3.47,12,17
E1,12/08/2023,Millwall,Bristol City,0,1,A,0,0,D,1.91,3.66,4.32,13,11
E1,12/08/2023,Preston,Sunderland,2,1,H,1,1,D,2.81,3.41,2.64,17,8
E1,12/08/2023,Rotherham,Blackburn,2,2,D,1,0,H,3.09,3.4,2.44,9,8
E1,12/08/2023,Southampton,Norwich,4,4,D,2,3,A,1.87,3.77,4.35,12,13
E1,12/08/2023,Watford,Plymouth,0,0,D,0,0,D,1.72,4.01,4.96,16,10
E1,12/08/2023,West Brom,Swansea,3,2,H,1,0,H,2.1,3.57,3.68,10,10
E1,18/08/2023,Leeds,West Brom,1,1,D,0,0,D,2.16,3.56,3.52,10,9
E1,19/08/2023,Plymouth,Southampton,1,2,A,0,0,D,3.88,3.98,1.93,11,15
E1,19/08/2023,Blackburn,Hull,1,2,A,0,0,D,1.93,3.77,4.04,12,7
E1,19/08/2023,Bristol City,Birmingham,0,2,A,0,1,A,2.29,3.27,3.5,12,10
E1,19/08/2023,Leicester,Cardiff,2,1,H,1,1,D,1.54,4.49,6.29,11,10
E1,19/08/2023,Middlesbrough,Huddersfield,1,1,D,0,0,D,1.78,4.01,4.61,10,10
E1,19/08/2023,QPR,Ipswich,0,1,A,0,0,D,4.51,3.63,1.88,15,10
E1,19/08/2023,Sheffield Weds,Preston,0,1,A,0,0,D,2.61,3.24,2.99,14,16
E1,19/08/2023,Stoke,Watford,1,0,H,0,0,D,2.25,3.53,3.34,21,10
E1,19/08/2023,Sunderland,Rotherham,2,1,H,1,1,D,1.66,4.18,5.32,11,10
E1,19/08/2023,Swansea,Coventry,1,1,D,1,1,D,2.43,3.53,3.01,12,10
E1,20/08/2023,Norwich,Millwall,3,1,H,1,0,H,2.12,3.56,3.62,3,13
E1,25/08/2023,Hull,Bristol City,1,1,D,1,0,H,2.41,3.41,3.13,5,13
E1,26/08/2023,Birmingham,Plymouth,2,1,H,1,0,H,1.88,3.66,4.46,17,5
E1,26/08/2023,Cardiff,Sheffield Weds,2,1,H,0,0,D,2.13,3.44,3.74,6,20
E1,26/08/2023,Coventry,Sunderland,0,0,D,0,0,D,2.15,3.54,3.57,11,7
E1,26/08/2023,Huddersfield,Norwich,0,4,A,0,2,A,3.37,3.74,2.15,10,8
E1,26/08/2023,Ipswich,Leeds,3,4,A,2,3,A,2.39,3.37,3.2,12,8
E1,26/08/2023,Millwall,Stoke,1,0,H,1,0,H,2.43,3.27,3.22,15,7
E1,26/08/2023,Preston,Swansea,2,1,H,0,1,A,2.66,3.35,2.84,12,7
E1,26/08/2023,Rotherham,Leicester,1,2,A,0,1,A,5.53,4.21,1.63,15,10
E1,26/08/2023,Southampton,QPR,2,1,H,1,1,D,1.37,5.47,8.46,8,14
E1,26/08/2023,West Brom,Middlesbrough,4,2,H,2,1,H,2.3,3.52,3.24,10,9
E1,27/08/2023,Watford,Blackburn,0,1,A,0,0,D,2.12,3.65,3.55,8,5
E1,02/09/2023,Birmingham,Millwall,1,1,D,0,1,A,2.46,3.21,3.23,9,18
E1,02/09/2023,Sunderland,Southampton,5,0,H,3,0,H,2.84,3.65,2.49,20,10
E1,02/09/2023,Swansea,Bristol City,1,2,A,1,0,H,2.17,3.64,3.42,13,17
E1,02/09/2023,Coventry,Watford,3,3,D,1,1,D,2.17,3.62,3.44,10,16
E1,02/09/2023,Ipswich,Cardiff,3,2,H,0,1,A,1.67,4.16,5.25,7,14
E1,02/09/2023,Leeds,Sheffield Weds,0,0,D,0,0,D,1.45,5.05,6.95,8,9
E1,02/09/2023,Leicester,Hull,0,1,A,0,1,A,1.54,4.67,5.95,16,12
E1,02/09/2023,Middlesbrough,QPR,0,2,A,0,1,A,1.6,4.43,5.61,9,11
E1,02/09/2023,Plymouth,Blackburn,3,0,H,1,0,H,2.72,3.79,2.52,5,6
E1,02/09/2023,Rotherham,Norwich,2,1,H,2,0,H,4.85,4,1.74,12,10
E1,02/09/2023,Stoke,Preston,0,2,A,0,0,D,1.96,3.5,4.28,15,17
E1,02/09/2023,West Brom,Huddersfield,1,2,A,0,1,A,1.72,4.08,4.89,9,9
E1,15/09/2023,Hull,Coventry,1,1,D,0,1,A,2.88,3.48,2.54,7,21
E1,15/09/2023,Southampton,Leicester,1,4,A,1,3,A,2.52,3.6,2.83,11,12
E1,16/09/2023,Blackburn,Middlesbrough,2,1,H,1,0,H,2.55,3.66,2.77,11,10
E1,16/09/2023,Bristol City,West Brom,0,0,D,0,0,D,2.47,3.43,3.01,10,5
E1,16/09/2023,Huddersfield,Rotherham,2,0,H,1,0,H,1.87,3.7,4.44,10,17
E1,16/09/2023,Norwich,Stoke,1,0,H,1,0,H,1.92,3.83,4.04,7,14
E1,16/09/2023,Preston,Plymouth,2,1,H,2,0,H,2,3.71,3.84,14,11
E1,16/09/2023,QPR,Sunderland,1,3,A,1,1,D,3.33,3.56,2.24,12,3
E1,16/09/2023,Sheffield Weds,Ipswich,0,1,A,0,1,A,3.89,3.53,2.05,17,13
E1,16/09/2023,Watford,Birmingham,2,0,H,0,0,D,2.04,3.48,3.98,16,17
E1,16/09/2023,Cardiff,Swansea,2,0,H,0,0,D,2.63,3.39,2.85,13,11
E1,17/09/2023,Millwall,Leeds,0,3,A,0,1,A,3.13,3.4,2.42,13,9
E1,19/09/2023,Bristol City,Plymouth,4,1,H,3,1,H,1.78,4.15,4.44,9,13
E1,19/09/2023,Cardiff,Coventry,3,2,H,1,1,D,2.75,3.4,2.7,7,8
E1,19/09/2023,Preston,Birmingham,2,1,H,0,0,D,2.4,3.2,3.35,11,13
E1,19/09/2023,QPR,Swansea,1,1,D,0,1,A,2.75,3.44,2.68,12,17
E1,19/09/2023,Southampton,Ipswich,0,1,A,0,1,A,2.32,3.74,3.05,9,13
E1,19/09/2023,Sheffield Weds,Middlesbrough,1,1,D,1,0,H,3.46,3.6,2.17,13,8
E1,20/09/2023,Blackburn,Sunderland,1,3,A,1,2,A,2.32,3.76,3.02,14,11
E1,20/09/2023,Huddersfield,Stoke,2,2,D,1,1,D,2.83,3.45,2.6,10,6
E1,20/09/2023,Hull,Leeds,0,0,D,0,0,D,3.9,3.73,1.98,7,15
E1,20/09/2023,Millwall,Rotherham,3,0,H,1,0,H,1.73,3.86,5.17,12,16
E1,20/09/2023,Watford,West Brom,2,2,D,2,2,D,2.22,3.49,3.45,8,9
E1,20/09/2023,Norwich,Leicester,0,2,A,0,1,A,2.67,3.73,2.6,14,15
E1,22/09/2023,Birmingham,QPR,0,0,D,0,0,D,1.86,3.61,4.65,13,13
E1,23/09/2023,Ipswich,Blackburn,4,3,H,3,1,H,1.7,4.26,4.77,10,13
E1,23/09/2023,Leeds,Watford,3,0,H,0,0,D,1.75,4.09,4.64,13,15
E1,23/09/2023,Leicester,Bristol City,1,0,H,0,0,D,1.74,4.17,4.68,11,10
E1,23/09/2023,Middlesbrough,Southampton,2,1,H,1,1,D,2.5,3.62,2.85,16,7
E1,23/09/2023,Plymouth,Norwich,6,2,H,4,0,H,3.44,3.88,2.08,9,6
E1,23/09/2023,Rotherham,Preston,1,1,D,1,1,D,3.44,3.28,2.31,7,6
E1,23/09/2023,Swansea,Sheffield Weds,3,0,H,1,0,H,1.97,3.54,4.17,12,16
E1,23/09/2023,West Brom,Millwall,0,0,D,0,0,D,2.16,3.42,3.67,8,12
E1,24/09/2023,Stoke,Hull,1,3,A,0,2,A,1.95,3.78,3.97,18,9
E1,24/09/2023,Sunderland,Cardiff,0,1,A,0,0,D,1.96,3.74,3.98,6,14
E1,25/09/2023,Coventry,Huddersfield,1,1,D,1,0,H,1.84,3.76,4.53,12,14
E1,29/09/2023,Sheffield Weds,Sunderland,0,3,A,0,3,A,3.27,3.49,2.29,14,5
E1,30/09/2023,Southampton,Leeds,3,1,H,3,0,H,2.97,3.7,2.38,14,13
E1,30/09/2023,Bristol City,Stoke,2,3,A,2,1,H,2.37,3.37,3.23,9,13
E1,30/09/2023,Cardiff,Rotherham,2,0,H,0,0,D,1.71,3.94,5.2,4,11
E1,30/09/2023,Huddersfield,Ipswich,1,1,D,0,0,D,3.88,3.89,1.94,10,11
E1,30/09/2023,Hull,Plymouth,1,1,D,1,1,D,1.92,3.92,3.96,9,10
E1,30/09/2023,Millwall,Swansea,0,3,A,0,1,A,2.1,3.43,3.85,18,10
E1,30/09/2023,Norwich,Birmingham,2,0,H,0,0,D,1.93,3.68,4.21,9,10
E1,30/09/2023,Preston,West Brom,0,4,A,0,2,A,2.5,3.27,3.11,12,5
E1,30/09/2023,QPR,Coventry,1,3,A,0,0,D,3.25,3.39,2.35,11,14
E1,30/09/2023,Watford,Middlesbrough,2,3,A,1,2,A,2.46,3.53,2.96,10,15
E1,01/10/2023,Blackburn,Leicester,1,4,A,1,2,A,3.53,3.82,2.07,8,14
E1,03/10/2023,Birmingham,Huddersfield,4,1,H,2,0,H,2.3,3.34,3.4,14,13
E1,03/10/2023,Ipswich,Hull,3,0,H,2,0,H,1.76,3.99,4.74,16,11
E1,03/10/2023,Middlesbrough,Cardiff,2,0,H,0,0,D,1.91,3.84,4.09,10,10
E1,03/10/2023,Plymouth,Millwall,0,2,A,0,0,D,2.49,3.58,2.89,5,14
E1,03/10/2023,Stoke,Southampton,0,1,A,0,1,A,2.78,3.46,2.64,17,2
E1,03/10/2023,West Brom,Sheffield Weds,1,0,H,1,0,H,1.61,3.94,6.36,2,12
E1,04/10/2023,Coventry,Blackburn,1,0,H,0,0,D,2.11,3.73,3.5,18,13
E1,04/10/2023,Leeds,QPR,1,0,H,1,0,H,1.36,5.53,8.65,9,12
E1,04/10/2023,Leicester,Preston,3,0,H,0,0,D,1.49,4.52,7.13,3,8
E1,04/10/2023,Sunderland,Watford,2,0,H,1,0,H,1.93,3.71,4.16,9,19
E1,04/10/2023,Swansea,Norwich,2,1,H,1,1,D,2.94,3.47,2.51,12,12
E1,04/10/2023,Rotherham,Bristol City,1,2,A,0,0,D,4.01,3.37,2.07,3,7
E2,05/08/2023,Barnsley,Port Vale,7,0,H,2,0,H,1.8,3.72,4.72,15,14
E2,05/08/2023,Blackpool,Burton,2,0,H,2,0,H,1.61,4.33,5.45,10,12
E2,05/08/2023,Bolton,Lincoln,3,0,H,1,0,H,1.66,3.74,5.02,19,16
E2,05/08/2023,Cambridge,Oxford,2,0,H,2,0,H,3.25,3.34,2.31,9,10
E2,05/08/2023,Carlisle,Fleetwood Town,1,1,D,1,1,D,2.27,3.41,3.33,8,18
E2,05/08/2023,Charlton,Leyton Orient,1,0,H,1,0,H,2.18,3.48,3.49,9,14
E2,05/08/2023,Derby,Wigan,1,2,A,0,1,A,1.68,3.97,5.27,11,6
E2,05/08/2023,Northampton,Stevenage,0,1,A,0,0,D,2.68,3.17,2.9,13,12
E2,05/08/2023,Portsmouth,Bristol Rvs,1,1,D,0,1,A,1.92,3.71,4.09,14,13
E2,05/08/2023,Reading,Peterboro,0,1,A,0,1,A,3.15,3.5,2.33,12,9
E2,05/08/2023,Shrewsbury,Cheltenham,1,0,H,0,0,D,2.34,3.28,3.31,10,7
E2,05/08/2023,Wycombe,Exeter,0,3,A,0,2,A,1.93,3.68,4.07,11,12
E2,12/08/2023,Bristol Rvs,Barnsley,1,1,D,0,1,A,3.18,3.47,2.32,13,10
E2,12/08/2023,Burton,Derby,0,3,A,0,1,A,4.22,3.84,1.85,12,7
E2,12/08/2023,Cheltenham,Bolton,0,3,A,0,3,A,4.17,3.51,1.96,7,9
E2,12/08/2023,Exeter,Blackpool,0,0,D,0,0,D,2.96,3.32,2.54,6,7
E2,12/08/2023,Fleetwood Town,Cambridge,0,2,A,0,1,A,2.21,3.33,3.56,16,14
E2,12/08/2023,Leyton Orient,Portsmouth,0,4,A,0,2,A,2.77,3.51,2.53,10,8
E2,12/08/2023,Lincoln,Wycombe,3,0,H,0,0,D,2.52,3.27,3.03,11,12
E2,12/08/2023,Oxford,Carlisle,1,0,H,0,0,D,1.79,3.81,4.68,9,17
E2,12/08/2023,Peterboro,Charlton,1,0,H,1,0,H,1.96,3.78,3.83,15,12
E2,12/08/2023,Port Vale,Reading,1,0,H,0,0,D,2.7,3.45,2.68,7,11
E2,12/08/2023,Stevenage,Shrewsbury,2,0,H,0,0,D,2.18,3.27,3.72,7,12
E2,12/08/2023,Wigan,Northampton,2,1,H,0,1,A,2.02,3.63,3.78,10,14
E2,15/08/2023,Barnsley,Peterboro,1,3,A,0,0,D,2.26,3.48,3.3,7,7
E2,15/08/2023,Blackpool,Port Vale,0,0,D,0,0,D,1.85,3.7,4.47,5,9
E2,15/08/2023,Bolton,Fleetwood Town,3,1,H,3,0,H,1.6,4.27,5.58,11,12
E2,15/08/2023,Cambridge,Stevenage,1,2,A,0,1,A,2.76,3.28,2.74,11,17
E2,15/08/2023,Carlisle,Wigan,1,1,D,0,1,A,2.82,3.24,2.71,15,6
E2,15/08/2023,Charlton,Bristol Rvs,1,2,A,0,0,D,2.29,3.46,3.24,12,6
E2,15/08/2023,Derby,Oxford,1,2,A,0,1,A,1.93,3.55,4.28,17,13
E2,15/08/2023,Northampton,Lincoln,2,2,D,0,1,A,2.85,3.14,2.74,9,7
E2,15/08/2023,Shrewsbury,Burton,2,1,H,2,0,H,2.36,3.45,3.12,7,14
E2,15/08/2023,Wycombe,Leyton Orient,3,2,H,1,1,D,2.14,3.41,3.66,4,8
E2,15/08/2023,Portsmouth,Exeter,1,0,H,0,0,D,1.89,3.67,4.24,14,11
E2,15/08/2023,Reading,Cheltenham,1,0,H,1,0,H,1.84,3.56,4.76,11,7
E2,19/08/2023,Bolton,Wigan,0,4,A,0,3,A,1.79,3.81,4.63,18,11
E2,19/08/2023,Barnsley,Oxford,1,3,A,0,1,A,2.13,3.54,3.56,10,5
E2,19/08/2023,Blackpool,Leyton Orient,0,0,D,0,0,D,1.65,4.18,5.28,8,8
E2,19/08/2023,Cambridge,Bristol Rvs,2,0,H,0,0,D,2.82,3.45,2.53,16,10
E2,19/08/2023,Carlisle,Exeter,0,2,A,0,0,D,2.72,3.31,2.75,5,10
E2,19/08/2023,Charlton,Port Vale,2,3,A,1,0,H,1.98,3.71,3.86,15,13
E2,19/08/2023,Derby,Fleetwood Town,1,0,H,1,0,H,1.57,4.3,5.9,11,13
E2,19/08/2023,Northampton,Peterboro,1,0,H,0,0,D,3.46,3.7,2.11,7,9
E2,19/08/2023,Portsmouth,Cheltenham,0,0,D,0,0,D,1.49,4.38,7.18,9,14
E2,19/08/2023,Reading,Stevenage,2,0,H,1,0,H,2.66,3.28,2.85,12,8
E2,19/08/2023,Shrewsbury,Lincoln,0,1,A,0,0,D,2.67,3.16,2.93,9,13
E2,19/08/2023,Wycombe,Burton,0,0,D,0,0,D,1.91,3.66,4.19,10,10
E2,26/08/2023,Bristol Rvs,Wycombe,1,2,A,0,1,A,2.13,3.58,3.52,12,6
E2,26/08/2023,Burton,Bolton,1,1,D,0,0,D,3.83,3.61,1.98,13,12
E2,26/08/2023,Cheltenham,Northampton,0,1,A,0,0,D,2.6,3.46,2.78,8,8
E2,26/08/2023,Exeter,Reading,2,1,H,1,1,D,2.03,3.56,3.73,10,9
E2,26/08/2023,Fleetwood Town,Shrewsbury,0,1,A,0,1,A,2.02,3.41,3.95,14,12
E2,26/08/2023,Leyton Orient,Cambridge,2,0,H,1,0,H,2.45,3.48,2.96,15,14
E2,26/08/2023,Lincoln,Blackpool,3,0,H,2,0,H,2.72,3.18,2.85,13,13
E2,26/08/2023,Oxford,Charlton,2,1,H,1,0,H,1.92,3.82,3.97,11,16
E2,26/08/2023,Peterboro,Derby,2,4,A,1,4,A,2.47,3.41,2.92,6,12
E2,26/08/2023,Port Vale,Carlisle,1,0,H,0,0,D,1.92,3.71,4.08,6,9
E2,26/08/2023,Stevenage,Portsmouth,0,0,D,0,0,D,2.75,3.36,2.69,12,13
E2,26/08/2023,Wigan,Barnsley,0,2,A,0,1,A,2.38,3.53,3.02,7,14
E2,02/09/2023,Blackpool,Wigan,2,1,H,1,0,H,2.26,3.46,3.31,14,7
E2,02/09/2023,Bolton,Derby,2,1,H,1,1,D,2.2,3.49,3.42,11,9
E2,02/09/2023,Bristol Rvs,Lincoln,1,1,D,0,0,D,2.39,3.59,2.98,9,8
E2,02/09/2023,Burton,Exeter,0,1,A,0,0,D,2.9,3.43,2.52,14,8
E2,02/09/2023,Carlisle,Shrewsbury,2,0,H,0,0,D,2.38,3.33,3.2,11,8
E2,02/09/2023,Charlton,Fleetwood Town,2,1,H,1,1,D,2.12,3.8,3.35,12,12
E2,02/09/2023,Cheltenham,Barnsley,0,2,A,0,0,D,4.26,3.76,1.87,9,11
E2,02/09/2023,Leyton Orient,Stevenage,0,3,A,0,2,A,2.81,3.36,2.64,13,9
E2,02/09/2023,Northampton,Wycombe,0,1,A,0,1,A,2.45,3.43,2.99,12,9
E2,02/09/2023,Oxford,Port Vale,1,2,A,0,0,D,1.71,3.87,5.2,8,14
E2,02/09/2023,Portsmouth,Peterboro,3,1,H,2,1,H,2.26,3.58,3.22,10,12
E2,04/09/2023,Cambridge,Reading,1,0,H,0,0,D,2.27,3.35,3.26,8,15
E2,09/09/2023,Exeter,Leyton Orient,1,2,A,0,0,D,1.75,3.87,4.85,12,10
E2,09/09/2023,Stevenage,Carlisle,2,2,D,1,1,D,1.79,3.67,4.86,13,10
E2,16/09/2023,Barnsley,Burton,2,0,H,1,0,H,1.67,4.12,5.1,5,10
E2,16/09/2023,Derby,Portsmouth,1,1,D,0,0,D,2.16,3.54,3.47,16,9
E2,16/09/2023,Exeter,Cheltenham,1,0,H,0,0,D,1.71,3.78,5.3,11,9
E2,16/09/2023,Fleetwood Town,Oxford,0,3,A,0,2,A,3.22,3.59,2.25,12,7
E2,16/09/2023,Lincoln,Carlisle,1,1,D,0,1,A,1.88,3.53,4.55,9,13
E2,16/09/2023,Peterboro,Leyton Orient,1,1,D,1,1,D,1.85,4.04,4.04,8,17
E2,16/09/2023,Port Vale,Northampton,1,0,H,0,0,D,2,3.62,3.88,7,6
E2,16/09/2023,Reading,Bolton,2,1,H,0,1,A,3.6,3.7,2.06,17,15
E2,16/09/2023,Shrewsbury,Bristol Rvs,0,2,A,0,0,D,3.02,3.34,2.48,14,10
E2,16/09/2023,Stevenage,Charlton,1,1,D,1,0,H,2.01,3.68,3.78,10,16
E2,16/09/2023,Wigan,Cambridge,2,1,H,0,0,D,2.15,3.71,3.35,13,10
E2,16/09/2023,Wycombe,Blackpool,2,0,H,1,0,H,2.81,3.43,2.59,14,11
E2,19/09/2023,Barnsley,Portsmouth,2,3,A,0,3,A,2.49,3.47,2.91,13,8
E2,19/09/2023,Peterboro,Cheltenham,3,0,H,0,0,D,1.45,4.76,7.19,7,6
E2,19/09/2023,Port Vale,Burton,2,3,A,1,1,D,1.94,3.52,4.23,11,12
E2,23/09/2023,Blackpool,Reading,4,1,H,3,0,H,1.89,3.65,4.3,7,12
