Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,PSH,PSD,PSA,HTCS,CS
E0,26/08/17,Newcastle,West Ham,3,0,H,1,0,H,2.34,3.42,3.33,1-0,3-0
E0,26/08/17,Watford,Brighton,0,0,D,0,0,D,1.99,3.37,4.5,0-0,0-0
E0,27/08/17,Chelsea,Everton,2,0,H,2,0,H,1.47,4.55,8.45,2-0,2-0
E0,27/08/17,Liverpool,Arsenal,4,0,H,2,0,H,2.16,3.72,3.46,2-0,4-0
E0,27/08/17,Tottenham,Burnley,1,1,D,0,0,D,1.26,6.45,14,0-0,1-1
E0,27/08/17,West Brom,Stoke,1,1,D,0,0,D,2.39,3.12,3.55,0-0,1-1
E0,09/09/17,Arsenal,Bournemouth,3,0,H,2,0,H,1.39,5.59,8.29,2-0,3-0
E0,09/09/17,Brighton,West Brom,3,1,H,1,0,H,2.76,3,3.08,1-0,3-1
E0,09/09/17,Everton,Tottenham,0,3,A,0,2,A,3.94,3.5,2.08,0-2,0-3
E0,09/09/17,Leicester,Chelsea,1,2,A,0,1,A,4.73,3.83,1.83,0-1,1-2
E0,09/09/17,Man City,Liverpool,5,0,H,2,0,H,1.89,3.94,4.2,2-0,5-0
E0,09/09/17,Southampton,Watford,0,2,A,0,1,A,1.67,3.96,5.95,0-1,0-2
E0,09/09/17,Stoke,Man United,2,2,D,1,1,D,7.42,4.43,1.52,1-1,2-2
E0,10/09/17,Burnley,Crystal Palace,1,0,H,1,0,H,2.36,3.23,3.48,1-0,1-0
E0,10/09/17,Swansea,Newcastle,0,1,A,0,0,D,2.41,3.28,3.32,0-0,0-1
E0,11/09/17,West Ham,Huddersfield,2,0,H,0,0,D,1.97,3.46,4.46,0-0,2-0
E0,15/09/17,Bournemouth,Brighton,2,1,H,0,0,D,2.17,3.44,3.74,0-0,2-1
E0,16/09/17,Crystal Palace,Southampton,0,1,A,0,1,A,2.99,3.32,2.6,0-1,0-1
E0,16/09/17,Huddersfield,Leicester,1,1,D,0,0,D,3.46,3.42,2.28,0-0,1-1
E0,16/09/17,Liverpool,Burnley,1,1,D,1,1,D,1.27,6.3,13.45,1-1,1-1
E0,16/09/17,Newcastle,Stoke,2,1,H,1,0,H,2.37,3.23,3.46,1-0,2-1
E0,16/09/17,Tottenham,Swansea,0,0,D,0,0,D,1.25,6.7,14,0-0,0-0
E0,16/09/17,Watford,Man City,0,6,A,0,3,A,9.83,5.64,1.35,0-3,0-6
E0,16/09/17,West Brom,West Ham,0,0,D,0,0,D,2.36,3.27,3.43,0-0,0-0
E0,17/09/17,Chelsea,Arsenal,0,0,D,0,0,D,1.81,4.02,4.57,0-0,0-0
E0,17/09/17,Man United,Everton,4,0,H,1,0,H,1.35,5.3,10.93,1-0,4-0
E0,23/09/17,Burnley,Huddersfield,0,0,D,0,0,D,2.21,3.23,3.89,0-0,0-0
E0,23/09/17,Everton,Bournemouth,2,1,H,0,0,D,1.72,3.92,5.43,0-0,2-1
E0,23/09/17,Leicester,Liverpool,2,3,A,1,2,A,4.27,3.87,1.89,1-2,2-3
E0,23/09/17,Man City,Crystal Palace,5,0,H,1,0,H,1.15,10,18.5,1-0,5-0
E0,23/09/17,Southampton,Man United,0,1,A,0,1,A,5.35,3.82,1.75,0-1,0-1
E0,23/09/17,Stoke,Chelsea,0,4,A,0,2,A,5.69,4.25,1.64,0-2,0-4
E0,23/09/17,Swansea,Watford,1,2,A,0,1,A,2.43,3.29,3.28,0-1,1-2
E0,23/09/17,West Ham,Tottenham,2,3,A,0,2,A,5.95,4.36,1.61,0-2,2-3
E0,24/09/17,Brighton,Newcastle,1,0,H,0,0,D,2.78,3.1,2.96,0-0,1-0
E0,25/09/17,Arsenal,West Brom,2,0,H,1,0,H,1.36,5.45,10,1-0,2-0
E0,30/09/17,Bournemouth,Leicester,0,0,D,0,0,D,2.9,3.48,2.58,0-0,0-0
E0,30/09/17,Chelsea,Man City,0,1,A,0,0,D,2.84,3.63,2.54,0-0,0-1
E0,30/09/17,Huddersfield,Tottenham,0,4,A,0,3,A,9.54,5,1.4,0-3,0-4
E0,30/09/17,Man United,Crystal Palace,4,0,H,2,0,H,1.19,7.9,19,2-0,4-0
E0,30/09/17,Stoke,Southampton,2,1,H,1,0,H,3.06,3.38,2.52,1-0,2-1
E0,30/09/17,West Brom,Watford,2,2,D,2,1,H,2.33,3.13,3.69,2-1,2-2
E0,30/09/17,West Ham,Swansea,1,0,H,0,0,D,1.9,3.49,4.84,0-0,1-0
E0,01/10/17,Arsenal,Brighton,2,0,H,1,0,H,1.27,6.65,12.35,1-0,2-0
E0,01/10/17,Everton,Burnley,0,1,A,0,1,A,1.68,3.81,6.2,0-1,0-1
E0,01/10/17,Newcastle,Liverpool,1,1,D,1,1,D,5.09,4.17,1.71,1-1,1-1
E0,14/10/17,Burnley,West Ham,1,1,D,0,1,A,2.8,3.23,2.83,0-1,1-1
E0,14/10/17,Crystal Palace,Chelsea,2,1,H,2,1,H,8.5,4.92,1.43,2-1,2-1
E0,14/10/17,Liverpool,Man United,0,0,D,0,0,D,2.77,3.32,2.79,0-0,0-0
E0,14/10/17,Man City,Stoke,7,2,H,3,1,H,1.16,9,19.9,3-1,7-2
E0,14/10/17,Swansea,Huddersfield,2,0,H,1,0,H,2.21,3.16,3.98,1-0,2-0
E0,14/10/17,Tottenham,Bournemouth,1,0,H,0,0,D,1.21,7.92,14.37,0-0,1-0
E0,14/10/17,Watford,Arsenal,2,1,H,0,1,A,5.49,4.37,1.64,0-1,2-1
E0,15/10/17,Brighton,Everton,1,1,D,0,0,D,3.22,3.18,2.53,0-0,1-1
E0,15/10/17,Southampton,Newcastle,2,2,D,0,1,A,1.87,3.58,4.85,0-1,2-2
E0,16/10/17,Leicester,West Brom,1,1,D,0,0,D,2.03,3.4,4.28,0-0,1-1
E0,20/10/17,West Ham,Brighton,0,3,A,0,2,A,1.82,3.53,5.34,0-2,0-3
E0,21/10/17,Chelsea,Watford,4,2,H,1,1,D,1.4,5.08,8.95,1-1,4-2
E0,21/10/17,Huddersfield,Man United,2,1,H,2,0,H,11.73,5.12,1.35,2-0,2-1
E0,21/10/17,Man City,Burnley,3,0,H,1,0,H,1.12,12.2,23,1-0,3-0
E0,21/10/17,Newcastle,Crystal Palace,1,0,H,0,0,D,1.98,3.58,4.24,0-0,1-0
E0,21/10/17,Southampton,West Brom,1,0,H,0,0,D,1.82,3.47,5.49,0-0,1-0
E0,21/10/17,Stoke,Bournemouth,1,2,A,0,2,A,2.21,3.44,3.61,0-2,1-2
E0,21/10/17,Swansea,Leicester,1,2,A,0,1,A,2.83,3.31,2.74,0-1,1-2
E0,22/10/17,Everton,Arsenal,2,5,A,1,1,D,3.84,3.71,2.04,1-1,2-5
E0,22/10/17,Tottenham,Liverpool,4,1,H,3,1,H,2.22,3.62,3.4,3-1,4-1
E0,28/10/17,Arsenal,Swansea,2,1,H,0,1,A,1.24,7.35,13.5,0-1,2-1
E0,28/10/17,Bournemouth,Chelsea,0,1,A,0,0,D,5.59,4.29,1.65,0-0,0-1
E0,28/10/17,Crystal Palace,West Ham,2,2,D,0,2,A,2.36,3.34,3.37,0-2,2-2
E0,28/10/17,Liverpool,Huddersfield,3,0,H,0,0,D,1.25,6.7,14,0-0,3-0
E0,28/10/17,Man United,Tottenham,1,0,H,0,0,D,2.23,3.38,3.62,0-0,1-0
E0,28/10/17,Watford,Stoke,0,1,A,0,1,A,2.04,3.69,3.86,0-1,0-1
E0,28/10/17,West Brom,Man City,2,3,A,1,2,A,12.41,6.83,1.26,1-2,2-3
E0,29/10/17,Brighton,Southampton,1,1,D,0,1,A,3.35,3.23,2.43,0-1,1-1
E0,29/10/17,Leicester,Everton,2,0,H,2,0,H,2.16,3.47,3.71,2-0,2-0
E0,30/10/17,Burnley,Newcastle,1,0,H,0,0,D,3.05,3.13,2.69,0-0,1-0
E0,04/11/17,Huddersfield,West Brom,1,0,H,1,0,H,2.78,3.01,3.04,1-0,1-0
E0,04/11/17,Newcastle,Bournemouth,0,1,A,0,0,D,1.99,3.47,4.36,0-0,0-1
E0,04/11/17,Southampton,Burnley,0,1,A,0,0,D,1.64,3.76,6.91,0-0,0-1
E0,04/11/17,Stoke,Leicester,2,2,D,1,1,D,2.74,3.33,2.82,1-1,2-2
E0,04/11/17,Swansea,Brighton,0,1,A,0,1,A,2.47,3.13,3.38,0-1,0-1
E0,04/11/17,West Ham,Liverpool,1,4,A,0,2,A,5.53,4.29,1.65,0-2,1-4
E0,05/11/17,Chelsea,Man United,1,0,H,0,0,D,2.54,3.22,3.17,0-0,1-0
E0,05/11/17,Everton,Watford,3,2,H,0,0,D,2.21,3.38,3.67,0-0,3-2
E0,05/11/17,Man City,Arsenal,3,1,H,1,0,H,1.43,5.2,7.69,1-0,3-1
E0,05/11/17,Tottenham,Crystal Palace,1,0,H,0,0,D,1.31,6.11,10.98,0-0,1-0
E0,18/11/17,Arsenal,Tottenham,2,0,H,2,0,H,2.5,3.62,2.92,2-0,2-0
E0,18/11/17,Bournemouth,Huddersfield,4,0,H,2,0,H,1.84,3.49,5.23,2-0,4-0
E0,18/11/17,Burnley,Swansea,2,0,H,2,0,H,2.13,3.17,4.24,2-0,2-0
E0,18/11/17,Crystal Palace,Everton,2,2,D,2,2,D,2.37,3.3,3.4,2-2,2-2
E0,18/11/17,Leicester,Man City,0,2,A,0,1,A,9.06,5.89,1.35,0-1,0-2
E0,18/11/17,Liverpool,Southampton,3,0,H,2,0,H,1.41,5.14,8.67,2-0,3-0
E0,18/11/17,Man United,Newcastle,4,1,H,2,1,H,1.29,5.7,15,2-1,4-1
E0,18/11/17,West Brom,Chelsea,0,4,A,0,3,A,6.46,4.09,1.61,0-3,0-4
E0,19/11/17,Watford,West Ham,2,0,H,1,0,H,2.13,3.5,3.79,1-0,2-0
E0,20/11/17,Brighton,Stoke,2,2,D,1,2,A,2.38,3.16,3.52,1-2,2-2
E0,24/11/17,West Ham,Leicester,1,1,D,1,1,D,2.74,3.32,2.82,1-1,1-1
E0,25/11/17,Crystal Palace,Stoke,2,1,H,0,0,D,2.08,3.44,4.03,0-0,2-1
E0,25/11/17,Liverpool,Chelsea,1,1,D,0,0,D,2.12,3.68,3.62,0-0,1-1
E0,25/11/17,Man United,Brighton,1,0,H,0,0,D,1.19,7.42,20.97,0-0,1-0
E0,25/11/17,Newcastle,Watford,0,3,A,0,2,A,2.18,3.48,3.59,0-2,0-3
E0,25/11/17,Swansea,Bournemouth,0,0,D,0,0,D,2.83,3.27,2.77,0-0,0-0
E0,25/11/17,Tottenham,West Brom,1,1,D,0,1,A,1.27,6.2,14.35,0-1,1-1
E0,26/11/17,Burnley,Arsenal,0,1,A,0,0,D,5.89,4.47,1.6,0-0,0-1
E0,26/11/17,Huddersfield,Man City,1,2,A,1,0,H,15.5,8.24,1.2,1-0,1-2
E0,26/11/17,Southampton,Everton,4,1,H,1,1,D,1.88,3.49,4.98,1-1,4-1
E0,28/11/17,Brighton,Crystal Palace,0,0,D,0,0,D,2.68,3.17,3.01,0-0,0-0
E0,28/11/17,Leicester,Tottenham,2,1,H,2,0,H,4.86,3.98,1.78,2-0,2-1
E0,28/11/17,Watford,Man United,2,4,A,0,3,A,5.34,4.05,1.71,0-3,2-4
E0,28/11/17,West Brom,Newcastle,2,2,D,1,0,H,2.37,3.21,3.49,1-0,2-2
E0,29/11/17,Arsenal,Huddersfield,5,0,H,1,0,H,1.23,7.23,14.43,1-0,5-0
E0,29/11/17,Bournemouth,Burnley,1,2,A,0,1,A,2,3.39,4.47,0-1,1-2
E0,29/11/17,Chelsea,Swansea,1,0,H,0,0,D,1.2,7.85,17.11,0-0,1-0
E0,29/11/17,Everton,West Ham,4,0,H,2,0,H,2.33,3.38,3.39,2-0,4-0
E0,29/11/17,Man City,Southampton,2,1,H,0,0,D,1.2,8.2,15.02,0-0,2-1
E0,29/11/17,Stoke,Liverpool,0,3,A,0,1,A,6.45,4.69,1.53,0-1,0-3
E0,02/12/17,Arsenal,Man United,1,3,A,0,2,A,2.44,3.42,3.14,0-2,1-3
E0,02/12/17,Brighton,Liverpool,1,5,A,0,2,A,7.58,4.55,1.5,0-2,1-5
E0,02/12/17,Chelsea,Newcastle,3,1,H,2,1,H,1.26,6.45,14,2-1,3-1
E0,02/12/17,Everton,Huddersfield,2,0,H,0,0,D,1.72,3.82,5.63,0-0,2-0
E0,02/12/17,Leicester,Burnley,1,0,H,1,0,H,1.83,3.64,5.05,1-0,1-0
E0,02/12/17,Stoke,Swansea,2,1,H,2,1,H,1.96,3.41,4.61,2-1,2-1
E0,02/12/17,Watford,Tottenham,1,1,D,1,1,D,5.14,4.18,1.7,1-1,1-1
E0,02/12/17,West Brom,Crystal Palace,0,0,D,0,0,D,2.52,3.17,3.25,0-0,0-0
E0,03/12/17,Bournemouth,Southampton,1,1,D,1,0,H,3.16,3.22,2.54,1-0,1-1
E0,03/12/17,Man City,West Ham,2,1,H,0,1,A,1.12,13,19.5,0-1,2-1
E0,09/12/17,Burnley,Watford,1,0,H,1,0,H,2.62,3.26,3.03,1-0,1-0
E0,09/12/17,Crystal Palace,Bournemouth,2,2,D,2,2,D,2.04,3.47,4.16,2-2,2-2
E0,09/12/17,Huddersfield,Brighton,2,0,H,2,0,H,2.69,3.02,3.15,2-0,2-0
E0,09/12/17,Newcastle,Leicester,2,3,A,1,1,D,2.64,3.32,2.95,1-1,2-3
E0,09/12/17,Swansea,West Brom,1,0,H,0,0,D,2.74,3.04,3.08,0-0,1-0
E0,09/12/17,Tottenham,Stoke,5,1,H,1,0,H,1.3,6.24,10.68,1-0,5-1
E0,09/12/17,West Ham,Chelsea,1,0,H,1,0,H,7.45,4.67,1.49,1-0,1-0
E0,10/12/17,Liverpool,Everton,1,1,D,1,0,H,1.29,6.28,11.6,1-0,1-1
E0,10/12/17,Man United,Man City,1,2,A,1,1,D,3.44,3.56,2.23,1-1,1-2
E0,10/12/17,Southampton,Arsenal,1,1,D,1,0,H,3.85,3.79,2.01,1-0,1-1
E0,12/12/17,Burnley,Stoke,1,0,H,0,0,D,2.3,3.25,3.6,0-0,1-0
E0,12/12/17,Crystal Palace,Watford,2,1,H,0,1,A,2.29,3.51,3.34,0-1,2-1
E0,12/12/17,Huddersfield,Chelsea,1,3,A,0,2,A,8.36,4.68,1.46,0-2,1-3
E0,13/12/17,Liverpool,West Brom,0,0,D,0,0,D,1.23,7.25,14.75,0-0,0-0
E0,13/12/17,Man United,Bournemouth,1,0,H,1,0,H,1.29,6.26,11.64,1-0,1-0
E0,13/12/17,Newcastle,Everton,0,1,A,0,1,A,2.41,3.29,3.32,0-1,0-1
E0,13/12/17,Southampton,Leicester,1,4,A,0,3,A,2.1,3.45,3.95,0-3,1-4
E0,13/12/17,Swansea,Man City,0,4,A,0,2,A,13.5,6.85,1.25,0-2,0-4
E0,13/12/17,Tottenham,Brighton,2,0,H,1,0,H,1.25,6.8,13.55,1-0,2-0
E0,13/12/17,West Ham,Arsenal,0,0,D,0,0,D,5.36,4.44,1.65,0-0,0-0
E0,16/12/17,Arsenal,Newcastle,1,0,H,1,0,H,1.27,6.8,11.75,1-0,1-0
E0,16/12/17,Brighton,Burnley,0,0,D,0,0,D,2.62,2.95,3.34,0-0,0-0
E0,16/12/17,Chelsea,Southampton,1,0,H,1,0,H,1.41,5.1,8.78,1-0,1-0
E0,16/12/17,Leicester,Crystal Palace,0,3,A,0,2,A,1.88,3.7,4.55,0-2,0-3
E0,16/12/17,Man City,Tottenham,4,1,H,1,0,H,1.57,4.6,6,1-0,4-1
E0,16/12/17,Stoke,West Ham,0,3,A,0,1,A,2.31,3.35,3.46,0-1,0-3
E0,16/12/17,Watford,Huddersfield,1,4,A,0,2,A,1.79,3.78,5.08,0-2,1-4
E0,17/12/17,Bournemouth,Liverpool,0,4,A,0,3,A,6.65,4.81,1.51,0-3,0-4
E0,17/12/17,West Brom,Man United,1,2,A,0,2,A,6.35,4.09,1.62,0-2,1-2
E0,18/12/17,Everton,Swansea,3,1,H,1,1,D,1.78,3.64,5.48,1-1,3-1
E0,22/12/17,Arsenal,Liverpool,3,3,D,0,1,A,2.51,3.71,2.84,0-1,3-3
E0,23/12/17,Brighton,Watford,1,0,H,0,0,D,2.67,3.2,3,0-0,1-0
E0,23/12/17,Burnley,Tottenham,0,3,A,0,1,A,7.05,4.35,1.54,0-1,0-3
E0,23/12/17,Everton,Chelsea,0,0,D,0,0,D,5.96,3.98,1.67,0-0,0-0
E0,23/12/17,Leicester,Man United,2,2,D,1,1,D,4.4,3.71,1.91,1-1,2-2
E0,23/12/17,Man City,Bournemouth,4,0,H,1,0,H,1.11,12.57,23.05,1-0,4-0
E0,23/12/17,Southampton,Huddersfield,1,1,D,1,0,H,1.59,4.03,7,1-0,1-1
E0,23/12/17,Stoke,West Brom,3,1,H,2,0,H,2.34,3.21,3.55,2-0,3-1
E0,23/12/17,Swansea,Crystal Palace,1,1,D,0,0,D,3.34,3.27,2.41,0-0,1-1
E0,23/12/17,West Ham,Newcastle,2,3,A,1,1,D,2.13,3.43,3.86,1-1,2-3
E0,26/12/17,Bournemouth,West Ham,3,3,D,1,1,D,2.8,3.25,2.81,1-1,3-3
E0,26/12/17,Chelsea,Brighton,2,0,H,0,0,D,1.21,7.25,17.45,0-0,2-0
E0,26/12/17,Huddersfield,Stoke,1,1,D,1,0,H,2.51,3.27,3.17,1-0,1-1
E0,26/12/17,Liverpool,Swansea,5,0,H,1,0,H,1.16,9.12,21.04,1-0,5-0
E0,26/12/17,Man United,Burnley,2,2,D,0,2,A,1.24,6.67,15.84,0-2,2-2
E0,26/12/17,Tottenham,Southampton,5,2,H,2,0,H,1.38,5.43,8.97,2-0,5-2
E0,26/12/17,Watford,Leicester,2,1,H,1,1,D,2.57,3.47,2.92,1-1,2-1
E0,26/12/17,West Brom,Everton,0,0,D,0,0,D,2.47,3.22,3.28,0-0,0-0
E0,27/12/17,Newcastle,Man City,0,1,A,0,1,A,12.6,6.95,1.26,0-1,0-1
E0,28/12/17,Crystal Palace,Arsenal,2,3,A,0,1,A,4.54,4,1.8,0-1,2-3
E0,30/12/17,Bournemouth,Everton,2,1,H,1,0,H,2.33,3.38,3.39,1-0,2-1
E0,30/12/17,Chelsea,Stoke,5,0,H,3,0,H,1.18,8.01,20.06,3-0,5-0
E0,30/12/17,Huddersfield,Burnley,0,0,D,0,0,D,2.32,3.16,3.67,0-0,0-0
E0,30/12/17,Liverpool,Leicester,2,1,H,0,1,A,1.32,6.27,9.97,0-1,2-1
E0,30/12/17,Man United,Southampton,0,0,D,0,0,D,1.36,5.35,10.1,0-0,0-0
E0,30/12/17,Newcastle,Brighton,0,0,D,0,0,D,2.15,3.22,4.1,0-0,0-0
E0,30/12/17,Watford,Swansea,1,2,A,1,0,H,1.7,3.85,5.81,1-0,1-2
E0,31/12/17,Crystal Palace,Man City,0,0,D,0,0,D,12.96,6.73,1.26,0-0,0-0
E0,31/12/17,West Brom,Arsenal,1,1,D,0,0,D,5.39,4.06,1.7,0-0,1-1
E0,01/01/18,Brighton,Bournemouth,2,2,D,1,1,D,2.46,3.11,3.44,1-1,2-2
E0,01/01/18,Burnley,Liverpool,1,2,A,0,0,D,7.31,4.45,1.52,0-0,1-2
E0,01/01/18,Everton,Man United,0,2,A,0,0,D,5.49,3.59,1.79,0-0,0-2
E0,01/01/18,Leicester,Huddersfield,3,0,H,0,0,D,1.65,4.08,6.01,0-0,3-0
E0,01/01/18,Stoke,Newcastle,0,1,A,0,0,D,2.36,3.26,3.44,0-0,0-1
E0,02/01/18,Man City,Watford,3,1,H,2,0,H,1.18,8.7,16.95,2-0,3-1
E0,02/01/18,Southampton,Crystal Palace,1,2,A,1,0,H,2.05,3.43,4.16,1-0,1-2
E0,02/01/18,Swansea,Tottenham,0,2,A,0,1,A,10.54,5.51,1.34,0-1,0-2
E0,02/01/18,West Ham,West Brom,2,1,H,0,1,A,1.98,3.41,4.51,0-1,2-1
E0,03/01/18,Arsenal,Chelsea,2,2,D,0,0,D,2.8,3.51,2.64,0-0,2-2
E0,04/01/18,Tottenham,West Ham,1,1,D,0,0,D,1.26,6.25,12.7,0-0,1-1
E0,13/01/18,Chelsea,Leicester,0,0,D,0,0,D,1.3,5.95,11.85,0-0,0-0
E0,13/01/18,Crystal Palace,Burnley,1,0,H,1,0,H,2.02,3.3,4.51,1-0,1-0
E0,13/01/18,Huddersfield,West Ham,1,4,A,1,1,D,2.67,3.14,3.06,1-1,1-4
E0,13/01/18,Newcastle,Swansea,1,1,D,0,0,D,1.99,3.38,4.5,0-0,1-1
E0,13/01/18,Tottenham,Everton,4,0,H,1,0,H,1.28,6.02,13.69,1-0,4-0
E0,13/01/18,Watford,Southampton,2,2,D,0,2,A,2.5,3.48,3.01,0-2,2-2
E0,13/01/18,West Brom,Brighton,2,0,H,1,0,H,2.16,3.08,4.31,1-0,2-0
E0,14/01/18,Bournemouth,Arsenal,2,1,H,0,0,D,4.63,4.22,1.76,0-0,2-1
E0,14/01/18,Liverpool,Man City,4,3,H,1,1,D,3.07,3.75,2.34,1-1,4-3
E0,15/01/18,Man United,Stoke,3,0,H,2,0,H,1.23,7.22,15.23,2-0,3-0
E0,20/01/18,Arsenal,Crystal Palace,4,1,H,4,0,H,1.49,4.73,7.19,4-0,4-1
E0,20/01/18,Brighton,Chelsea,0,4,A,0,2,A,6.33,3.9,1.65,0-2,0-4
E0,20/01/18,Burnley,Man United,0,1,A,0,0,D,6.98,3.95,1.6,0-0,0-1
E0,20/01/18,Everton,West Brom,1,1,D,0,1,A,2.16,3.3,3.93,0-1,1-1
E0,20/01/18,Leicester,Watford,2,0,H,1,0,H,1.85,3.84,4.47,1-0,2-0
E0,20/01/18,Man City,Newcastle,3,1,H,1,0,H,1.14,10.21,22.56,1-0,3-1
E0,20/01/18,Stoke,Huddersfield,2,0,H,0,0,D,2.04,3.41,4.23,0-0,2-0
E0,20/01/18,West Ham,Bournemouth,1,1,D,0,0,D,2.06,3.62,3.87,0-0,1-1
E0,21/01/18,Southampton,Tottenham,1,1,D,1,1,D,5.72,4.14,1.66,1-1,1-1
E0,22/01/18,Swansea,Liverpool,1,0,H,1,0,H,11.96,5.8,1.31,1-0,1-0
E0,30/01/18,Huddersfield,Liverpool,0,3,A,0,2,A,10.75,5.65,1.33,0-2,0-3
E0,30/01/18,Swansea,Arsenal,3,1,H,1,1,D,7,4.62,1.51,1-1,3-1
E0,30/01/18,West Ham,Crystal Palace,1,1,D,1,1,D,3.06,3.32,2.55,1-1,1-1
E0,31/01/18,Chelsea,Bournemouth,0,3,A,0,0,D,1.3,6.14,11.24,0-0,0-3
E0,31/01/18,Everton,Leicester,2,1,H,2,0,H,3.11,3.17,2.6,2-0,2-1
E0,31/01/18,Man City,West Brom,3,0,H,1,0,H,1.16,9,21.8,1-0,3-0
E0,31/01/18,Newcastle,Burnley,1,1,D,0,0,D,2.19,3.15,4.05,0-0,1-1
E0,31/01/18,Southampton,Brighton,1,1,D,0,1,A,1.77,3.48,5.99,0-1,1-1
E0,31/01/18,Stoke,Watford,0,0,D,0,0,D,2.22,3.54,3.48,0-0,0-0
E0,31/01/18,Tottenham,Man United,2,0,H,2,0,H,2.32,3.42,3.38,2-0,2-0
E0,03/02/18,Arsenal,Everton,5,1,H,4,0,H,1.32,5.85,10.95,4-0,5-1
E0,03/02/18,Bournemouth,Stoke,2,1,H,0,1,A,1.92,3.66,4.43,0-1,2-1
E0,03/02/18,Brighton,West Ham,3,1,H,1,1,D,2.37,3.07,3.66,1-1,3-1
E0,03/02/18,Burnley,Man City,1,1,D,0,1,A,13,5.9,1.29,0-1,1-1
E0,03/02/18,Leicester,Swansea,1,1,D,1,0,H,1.81,3.59,5.3,1-0,1-1
E0,03/02/18,Man United,Huddersfield,2,0,H,0,0,D,1.17,8.19,23.45,0-0,2-0
E0,03/02/18,West Brom,Southampton,2,3,A,1,2,A,2.65,3.15,3.07,1-2,2-3
E0,04/02/18,Crystal Palace,Newcastle,1,1,D,0,1,A,2.05,3.4,4.19,0-1,1-1
E0,04/02/18,Liverpool,Tottenham,2,2,D,1,0,H,2.13,3.71,3.55,1-0,2-2
E0,05/02/18,Watford,Chelsea,4,1,H,1,0,H,6.15,4.05,1.64,1-0,4-1
E0,10/02/18,Everton,Crystal Palace,3,1,H,0,0,D,2.26,3.26,3.68,0-0,3-1
E0,10/02/18,Man City,Leicester,5,1,H,1,1,D,1.22,7.4,14.5,1-1,5-1
E0,10/02/18,Stoke,Brighton,1,1,D,0,1,A,2.22,3.27,3.78,0-1,1-1
E0,10/02/18,Swansea,Burnley,1,0,H,0,0,D,2.5,2.99,3.5,0-0,1-0
E0,10/02/18,Tottenham,Arsenal,1,0,H,0,0,D,2.04,3.85,3.7,0-0,1-0
E0,10/02/18,West Ham,Watford,2,0,H,1,0,H,2.57,3.32,3.03,1-0,2-0
E0,11/02/18,Huddersfield,Bournemouth,4,1,H,2,1,H,3.3,3.22,2.46,2-1,4-1
E0,11/02/18,Newcastle,Man United,1,0,H,0,0,D,5.86,4.03,1.66,0-0,1-0
