Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,PSH,PSD,PSA,HTCS,CS,HS,HST,AS,AST,HY,AY,HR,AR
E1,14/08/2021,Blackpool,Cardiff,0,2,A,0,0,D,3.15,3.23,2.47,0-0,0-2,8,2,17,8,1,1,0,0
E1,14/08/2021,Huddersfield,Fulham,1,5,A,1,3,A,4.6,3.46,1.89,1-3,1-5,9,2,15,11,1,1,0,1
E1,14/08/2021,Hull,QPR,0,3,A,0,1,A,2.79,3.26,2.72,0-1,0-3,12,4,14,8,0,0,1,0
E1,14/08/2021,Middlesbrough,Bristol City,2,1,H,1,0,H,1.81,3.48,5.12,1-0,2-1,13,7,10,2,1,1,0,0
E1,14/08/2021,Millwall,Blackburn,1,1,D,0,0,D,2.5,3.2,3.12,0-0,1-1,15,2,2,1,1,2,0,0
E1,14/08/2021,Nottm Forest,Bournemouth,1,2,A,0,1,A,3.53,3.33,2.22,0-1,1-2,15,5,8,3,2,1,0,1
E1,14/08/2021,Reading,Preston,2,1,H,1,0,H,2.2,3.38,3.53,1-0,2-1,12,2,13,5,3,0,0,0
E1,14/08/2021,West Brom,Luton,3,2,H,2,0,H,1.66,3.89,5.66,2-0,3-2,18,6,11,5,2,2,0,0
E1,14/08/2021,Swansea,Sheffield United,0,0,D,0,0,D,3.11,3.2,2.51,0-0,0-0,8,1,8,2,1,2,0,0
E1,17/08/2021,Barnsley,Luton,0,1,A,0,1,A,2.35,3.27,3.37,0-1,0-1,10,3,7,4,1,4,0,0
E1,17/08/2021,Blackpool,Coventry,0,1,A,0,1,A,3.04,3.24,2.57,0-1,0-1,12,4,19,5,2,4,0,0
E1,17/08/2021,Huddersfield,Preston,1,0,H,0,0,D,2.5,3.21,3.17,0-0,1-0,7,0,8,2,3,2,0,0
E1,17/08/2021,Millwall,Fulham,1,2,A,0,2,A,3.97,3.1,2.2,0-2,1-2,7,2,16,6,4,2,0,0
E1,17/08/2021,Peterboro,Cardiff,2,2,D,0,0,D,3.25,3.19,2.47,0-0,2-2,8,3,9,3,1,2,0,0
E1,17/08/2021,Swansea,Stoke,1,3,A,0,1,A,3.22,3.16,2.5,0-1,1-3,9,3,12,5,0,2,0,0
E1,17/08/2021,Reading,Bristol City,2,3,A,1,2,A,2.32,3.2,3.53,1-2,2-3,11,3,8,5,0,1,0,0
E1,18/08/2021,Birmingham,Bournemouth,0,2,A,0,0,D,3.23,3.19,2.44,0-0,0-2,9,3,9,4,1,0,0,0
E1,18/08/2021,Hull,Derby,0,1,A,0,0,D,1.87,3.63,4.46,0-0,0-1,9,2,13,5,1,3,0,0
E1,18/08/2021,Middlesbrough,QPR,2,3,A,1,0,H,2.53,3.17,3.1,1-0,2-3,14,6,8,6,2,1,0,1
E1,18/08/2021,Nottm Forest,Blackburn,1,2,A,0,0,D,2.5,3.24,3.09,0-0,1-2,7,4,9,7,1,3,1,0
E1,18/08/2021,West Brom,Sheffield United,4,0,H,1,0,H,2.1,3.48,3.71,1-0,4-0,12,4,5,1,0,1,0,0
E2,07/08/2021,Bolton,Milton Keynes Dons,3,3,D,1,1,D,2.33,3.55,3.05,1-1,3-3,17,4,10,4,1,0,0,0
E2,07/08/2021,Cambridge,Oxford,1,1,D,0,1,A,3.63,3.45,2.08,0-1,1-1,9,1,11,3,1,2,0,0
E2,07/08/2021,Crewe,Cheltenham,1,1,D,1,1,D,1.98,3.46,4.07,1-1,1-1,7,1,12,6,1,1,0,0
E2,07/08/2021,Doncaster,AFC Wimbledon,1,2,A,0,0,D,2.09,3.49,3.64,0-0,1-2,9,1,6,3,0,3,0,0
E2,07/08/2021,Fleetwood Town,Portsmouth,0,1,A,0,0,D,3.23,3.15,2.43,0-0,0-1,13,4,9,2,0,3,0,0
E2,07/08/2021,Gillingham,Lincoln,1,1,D,1,1,D,3.08,3.29,2.41,1-1,1-1,17,6,10,4,2,2,0,0
E2,07/08/2021,Ipswich,Morecambe,2,2,D,0,1,A,1.66,3.98,5.26,0-1,2-2,13,3,6,2,3,2,0,0
E2,07/08/2021,Rotherham,Plymouth,2,0,H,2,0,H,1.83,3.69,4.45,2-0,2-0,18,6,7,2,2,0,0,0
E2,07/08/2021,Shrewsbury,Burton,0,1,A,0,1,A,2.43,3.19,3.12,0-1,0-1,12,2,14,5,1,2,0,0
E2,07/08/2021,Sunderland,Wigan,2,1,H,1,1,D,1.93,3.61,4.08,1-1,2-1,16,3,8,3,1,4,0,0
E2,07/08/2021,Wycombe,Accrington,2,1,H,2,0,H,2.03,3.52,3.78,2-0,2-1,17,4,8,3,0,1,0,0
E2,07/08/2021,Charlton,Sheffield Weds,0,0,D,0,0,D,2.58,3.25,2.92,0-0,0-0,11,0,6,1,1,3,0,0
E2,14/08/2021,Accrington,Cambridge,2,1,H,2,0,H,2.05,3.67,3.59,2-0,2-1,14,6,16,4,3,0,0,0
E2,14/08/2021,AFC Wimbledon,Bolton,3,3,D,1,2,A,2.76,3.26,2.71,1-2,3-3,16,4,8,4,4,2,0,0
E2,14/08/2021,Burton,Ipswich,2,1,H,1,1,D,2.94,3.28,2.54,1-1,2-1,11,2,11,3,3,0,0,0
E2,14/08/2021,Cheltenham,Wycombe,1,3,A,1,1,D,2.95,3.15,2.62,1-1,1-3,13,6,11,6,2,0,0,0
E2,14/08/2021,Lincoln,Fleetwood Town,2,1,H,0,1,A,2.17,3.34,3.57,0-1,2-1,9,3,11,7,3,3,0,0
E2,14/08/2021,Milton Keynes Dons,Sunderland,1,2,A,0,1,A,3.35,3.37,2.26,0-1,1-2,17,8,7,5,2,4,0,0
E2,14/08/2021,Morecambe,Shrewsbury,2,0,H,2,0,H,2.98,3.42,2.44,2-0,2-0,10,6,11,1,2,3,0,0
E2,14/08/2021,Oxford,Charlton,2,1,H,2,1,H,2.49,3.07,3.22,2-1,2-1,11,5,10,3,2,2,0,0
E2,14/08/2021,Plymouth,Gillingham,1,0,H,0,0,D,2.74,3.47,2.6,0-0,1-0,17,3,5,1,1,2,0,0
E2,14/08/2021,Portsmouth,Crewe,2,0,H,0,0,D,1.87,3.64,4.31,0-0,2-0,15,5,4,1,0,1,0,0
E2,14/08/2021,Sheffield Weds,Doncaster,2,0,H,0,0,D,1.69,3.79,5.36,0-0,2-0,11,4,12,3,0,3,0,0
E2,14/08/2021,Wigan,Rotherham,1,0,H,0,0,D,2.72,3.47,2.61,0-0,1-0,9,2,11,2,4,1,0,0
E2,17/08/2021,Accrington,Doncaster,1,0,H,1,0,H,2.08,3.68,3.55,1-0,1-0,14,5,3,1,3,0,0,0
E2,17/08/2021,AFC Wimbledon,Gillingham,1,1,D,0,0,D,1.93,3.6,4.15,0-0,1-1,16,7,5,3,4,4,0,1
E2,17/08/2021,Burton,Sunderland,1,0,H,0,0,D,3.44,3.37,2.24,0-0,1-0,12,1,20,7,2,2,0,0
E2,17/08/2021,Cheltenham,Ipswich,2,1,H,0,1,A,2.94,3.14,2.67,0-1,2-1,9,4,12,3,3,1,0,0
E2,17/08/2021,Lincoln,Bolton,0,1,A,0,0,D,2.24,3.6,3.24,0-0,0-1,15,6,10,2,1,0,0,0
E2,17/08/2021,Milton Keynes Dons,Charlton,2,1,H,1,1,D,2.64,3.48,2.72,1-1,2-1,12,3,7,3,2,2,0,0
E2,17/08/2021,Morecambe,Rotherham,0,1,A,0,0,D,3.81,3.55,2.04,0-0,0-1,8,0,15,8,2,2,0,0
E2,17/08/2021,Oxford,Crewe,1,0,H,1,0,H,1.74,3.74,5.14,1-0,1-0,13,1,7,1,2,3,0,0
E2,17/08/2021,Plymouth,Cambridge,1,1,D,0,0,D,2.04,3.65,3.7,0-0,1-1,11,4,7,3,2,5,0,0
E2,17/08/2021,Portsmouth,Shrewsbury,1,0,H,1,0,H,1.72,3.72,5.35,1-0,1-0,9,2,10,4,1,1,0,0
E2,17/08/2021,Sheffield Weds,Fleetwood Town,1,0,H,1,0,H,1.96,3.25,4.61,1-0,1-0,12,5,11,5,4,5,0,0
E2,17/08/2021,Wigan,Wycombe,1,1,D,0,0,D,2.52,3.37,2.95,0-0,1-1,8,3,12,4,3,2,0,0
E3,07/08/2021,Carlisle,Colchester,0,0,D,0,0,D,2.09,3.42,3.73,0-0,0-0,18,6,10,3,2,0,0,0
E3,07/08/2021,Exeter,Bradford,0,0,D,0,0,D,2.39,3.36,3.1,0-0,0-0,12,4,14,4,2,0,0,0
E3,07/08/2021,Forest Green,Sutton,2,1,H,1,0,H,1.85,3.72,4.28,1-0,2-1,12,2,9,2,3,0,0,0
E3,07/08/2021,Harrogate,Rochdale,3,2,H,2,1,H,2.33,3.49,3.1,2-1,3-2,17,8,14,5,1,2,0,0
E3,07/08/2021,Hartlepool,Crawley Town,1,0,H,0,0,D,2.26,3.3,3.34,0-0,1-0,12,3,3,0,0,0,0,0
E3,07/08/2021,Mansfield,Bristol Rvs,2,1,H,1,0,H,2.41,3.27,3.2,1-0,2-1,17,3,3,2,2,2,0,1
E3,07/08/2021,Northampton,Port Vale,1,0,H,1,0,H,2.27,3.35,3.33,1-0,1-0,8,2,9,2,4,2,0,1
E3,07/08/2021,Oldham,Newport County,0,1,A,0,0,D,2.68,3.32,2.71,0-0,0-1,6,0,3,2,3,2,0,0
E3,07/08/2021,Salford,Leyton Orient,1,1,D,1,1,D,1.96,3.43,4.18,1-1,1-1,13,6,11,5,1,1,0,0
E3,07/08/2021,Scunthorpe,Swindon,1,3,A,0,0,D,3.06,3.44,2.37,0-0,1-3,11,4,16,8,0,3,0,0
E3,07/08/2021,Stevenage,Barrow,1,0,H,0,0,D,2.24,3.25,3.52,0-0,1-0,9,3,10,2,4,6,0,0
E3,07/08/2021,Tranmere,Walsall,1,0,H,0,0,D,2.08,3.4,3.86,0-0,1-0,10,3,17,4,3,2,1,0
E3,14/08/2021,Barrow,Hartlepool,3,2,H,1,1,D,2.49,3.29,3.01,1-1,3-2,10,3,14,5,2,1,0,0
E3,14/08/2021,Bradford,Oldham,2,1,H,1,0,H,1.79,3.48,5.1,1-0,2-1,19,4,12,2,3,3,0,0
E3,14/08/2021,Bristol Rvs,Stevenage,0,2,A,0,0,D,2.3,3.47,3.16,0-0,0-2,7,1,8,2,1,1,0,0
E3,14/08/2021,Colchester,Northampton,0,1,A,0,1,A,2.64,3.34,2.78,0-1,0-1,12,5,8,3,0,3,0,1
E3,14/08/2021,Leyton Orient,Exeter,3,0,H,2,0,H,2.32,3.46,3.14,2-0,3-0,10,7,8,4,1,0,0,1
E3,14/08/2021,Mansfield,Newport County,2,1,H,2,1,H,1.98,3.29,4.32,2-1,2-1,9,5,9,4,2,3,0,0
E3,14/08/2021,Port Vale,Tranmere,0,0,D,0,0,D,2.46,3.31,3.03,0-0,0-0,14,3,10,2,0,2,0,0
E3,14/08/2021,Rochdale,Scunthorpe,0,0,D,0,0,D,1.94,3.54,4.11,0-0,0-0,15,2,11,2,0,0,0,0
E3,14/08/2021,Salford,Sutton,0,0,D,0,0,D,1.86,3.7,4.29,0-0,0-0,15,6,9,3,3,1,0,0
E3,14/08/2021,Swindon,Carlisle,1,2,A,1,2,A,2.85,3.31,2.59,1-2,1-2,14,4,11,7,1,2,1,0
E3,14/08/2021,Walsall,Forest Green,1,3,A,0,3,A,2.83,3.21,2.68,0-3,1-3,8,4,20,7,1,3,0,0
E3,17/08/2021,Barrow,Exeter,0,0,D,0,0,D,2.41,3.16,3.32,0-0,0-0,14,2,5,2,3,2,0,0
E3,17/08/2021,Bradford,Stevenage,4,1,H,3,1,H,2.3,3.1,3.62,3-1,4-1,22,7,8,3,1,0,0,0
E3,17/08/2021,Bristol Rvs,Oldham,1,0,H,1,0,H,1.93,3.69,4.08,1-0,1-0,14,2,9,2,2,3,0,0
E3,17/08/2021,Colchester,Mansfield,1,1,D,0,0,D,3.29,3.1,2.46,0-0,1-1,10,4,17,5,1,2,0,0
E3,17/08/2021,Crawley Town,Salford,2,1,H,1,1,D,3.89,3.58,2.01,1-1,2-1,11,2,9,6,1,0,0,0
E3,17/08/2021,Port Vale,Carlisle,0,0,D,0,0,D,2.47,3.29,3.08,0-0,0-0,12,1,13,3,0,2,0,0
E3,17/08/2021,Rochdale,Forest Green,1,2,A,0,1,A,3.21,3.35,2.36,0-1,1-2,10,2,11,3,1,0,0,0
E3,17/08/2021,Swindon,Tranmere,0,0,D,0,0,D,2.64,3.41,2.77,0-0,0-0,13,6,14,3,1,3,0,0
E3,17/08/2021,Walsall,Scunthorpe,1,1,D,0,0,D,1.88,3.62,4.42,0-0,1-1,17,1,10,2,1,2,0,0
<html><head>,,,,,,,,,,,,,0-0,0-0,0,0,0,0,,,,
<title>300 Multiple Choices</title>,,,,,,,,,,,,,0-0,0-0,0,0,0,0,,,,
</head><body>,,,,,,,,,,,,,0-0,0-0,0,0,0,0,,,,
<h1>Multiple Choices</h1>,,,,,,,,,,,,,0-0,0-0,0,0,0,0,,,,
The document name you requested (<code>/mmz4281/2122/EC.csv</code>) could not be found on this server.,,,,,,,,,,,,,0-0,0-0,0,0,0,0,,,,
However, we found documents with names similar to the one you requested.<p>Available documents:,,,,,,,,,,,,0-0,0-0,0,0,0,0,,,,
<ul>,,,,,,,,,,,,,0-0,0-0,0,0,0,0,,,,
<li><a href="/mmz4281/2122/E2.csv">/mmz4281/2122/E2.csv</a> (mistyped character),,,,,,,,,,,,,0-0,0-0,0,0,0,0,,,,
<li><a href="/mmz4281/2122/E3.csv">/mmz4281/2122/E3.csv</a> (mistyped character),,,,,,,,,,,,,0-0,0-0,0,0,0,0,,,,
<li><a href="/mmz4281/2122/E1.csv">/mmz4281/2122/E1.csv</a> (mistyped character),,,,,,,,,,,,,0-0,0-0,0,0,0,0,,,,
<li><a href="/mmz4281/2122/E0.csv">/mmz4281/2122/E0.csv</a> (mistyped character),,,,,,,,,,,,,0-0,0-0,0,0,0,0,,,,
</ul>,,,,,,,,,,,,,0-0,0-0,0,0,0,0,,,,
</body></html>,,,,,,,,,,,,,0-0,0-0,0,0,0,0,,,,
SP1,13/08/2021,Valencia,Getafe,1,0,H,1,0,H,2.7,3.03,3.11,1-0,1-0,4,2,22,4,6,3,1,1
SP1,14/08/2021,Cadiz,Levante,1,1,D,0,1,A,2.86,3.28,2.73,0-1,1-1,7,2,12,3,1,5,0,0
SP1,14/08/2021,Mallorca,Betis,1,1,D,1,0,H,3.51,3.35,2.28,1-0,1-1,6,2,10,1,1,3,0,0
SP1,14/08/2021,Alaves,Real Madrid,1,4,A,0,0,D,7.48,4.64,1.48,0-0,1-4,11,4,19,7,1,2,0,0
SP1,14/08/2021,Osasuna,Espanol,0,0,D,0,0,D,2.34,3.35,3.37,0-0,0-0,14,1,10,3,3,3,0,0
SP1,15/08/2021,Celta,Ath Madrid,1,2,A,0,1,A,4.41,3.25,2.05,0-1,1-2,10,2,13,4,4,5,1,1
SP1,15/08/2021,Barcelona,Sociedad,4,2,H,2,0,H,1.75,4.2,4.62,2-0,4-2,13,8,11,3,2,4,0,0
SP1,15/08/2021,Sevilla,Vallecano,3,0,H,1,0,H,1.44,4.68,8.37,1-0,3-0,21,8,4,3,1,0,0,1
SP1,16/08/2021,Villarreal,Granada,0,0,D,0,0,D,1.56,4.35,6.51,0-0,0-0,14,4,6,1,5,1,1,0
SP1,16/08/2021,Elche,Ath Bilbao,0,0,D,0,0,D,3.93,3.36,2.13,0-0,0-0,8,2,9,3,2,2,0,0
SP2,13/08/2021,Huesca,Eibar,2,0,H,1,0,H,2.3,3.08,3.73,1-0,2-0,5,3,11,5,1,1,0,0
SP2,13/08/2021,Zaragoza,Ibiza,0,0,D,0,0,D,2.36,2.95,3.77,0-0,0-0,11,0,10,2,2,2,0,0
SP2,14/08/2021,Sociedad B,Leganes,1,0,H,0,0,D,4.27,2.98,2.15,0-0,1-0,9,4,10,3,2,2,0,0
SP2,14/08/2021,Girona,Amorebieta,2,0,H,0,0,D,1.72,3.47,5.98,0-0,2-0,10,3,13,2,3,2,0,0
SP2,14/08/2021,Ponferradina,Alcorcon,1,0,H,0,0,D,2.62,2.81,3.39,0-0,1-0,6,2,10,3,2,2,0,1
SP2,15/08/2021,Sp Gijon,Burgos,1,0,H,0,0,D,1.72,3.5,5.91,0-0,1-0,14,2,12,4,1,1,0,0
SP2,15/08/2021,Oviedo,Lugo,2,2,D,2,0,H,2.07,3.04,4.51,2-0,2-2,10,6,10,6,4,3,0,0
SP2,15/08/2021,Fuenlabrada,Tenerife,1,2,A,0,1,A,2.65,2.81,3.34,0-1,1-2,12,4,12,7,1,2,0,0
SP2,15/08/2021,Las Palmas,Valladolid,1,1,D,0,0,D,3.14,2.91,2.7,0-0,1-1,12,3,16,4,2,4,1,0
SP2,16/08/2021,Malaga,Mirandes,0,0,D,0,0,D,2.22,2.98,4.03,0-0,0-0,22,5,5,2,1,2,0,0
SP2,16/08/2021,Cartagena,Almeria,1,3,A,0,2,A,3.31,2.91,2.58,0-2,1-3,10,4,20,9,2,2,0,0
D1,13/08/2021,Mgladbach,Bayern Munich,1,1,D,1,1,D,4.73,4.39,1.71,1-1,1-1,11,5,20,10,2,0,0,0
D1,14/08/2021,Augsburg,Hoffenheim,0,4,A,0,1,A,3.2,3.83,2.23,0-1,0-4,7,0,15,8,1,2,0,0
D1,14/08/2021,Bielefeld,Freiburg,0,0,D,0,0,D,3.04,3.33,2.54,0-0,0-0,10,4,14,6,3,4,0,0
D1,14/08/2021,Stuttgart,Greuther Furth,5,1,H,2,0,H,1.9,3.93,4.13,2-0,5-1,30,15,8,4,0,1,0,0
D1,14/08/2021,Union Berlin,Leverkusen,1,1,D,1,1,D,2.83,3.44,2.65,1-1,1-1,8,5,16,4,0,1,0,0
D1,14/08/2021,Wolfsburg,Bochum,1,0,H,1,0,H,1.59,4.41,5.92,1-0,1-0,21,9,7,1,0,2,0,1
D1,14/08/2021,Dortmund,Ein Frankfurt,5,2,H,3,1,H,1.45,5.24,6.8,3-1,5-2,12,7,12,3,0,0,0,0
D1,15/08/2021,Mainz,RB Leipzig,1,0,H,1,0,H,8.09,5.66,1.38,1-0,1-0,7,2,15,2,1,2,0,0
D1,15/08/2021,FC Koln,Hertha,3,1,H,1,1,D,2.62,3.41,2.88,1-1,3-1,15,5,11,5,4,2,0,0
D2,23/07/2021,Schalke 04,Hamburg,1,3,A,1,0,H,2.7,3.6,2.64,1-0,1-3,14,8,14,6,2,2,0,0
D2,24/07/2021,Darmstadt,Regensburg,0,2,A,0,1,A,3.05,3.17,2.53,0-1,0-2,9,0,15,6,2,0,0,0
D2,24/07/2021,Dresden,Ingolstadt,3,0,H,1,0,H,2.45,3.44,3.04,1-0,3-0,17,8,9,1,0,2,0,0
D2,24/07/2021,Hansa Rostock,Karlsruhe,1,3,A,0,2,A,2.78,3.37,2.7,0-2,1-3,9,5,12,5,3,2,0,0
D2,24/07/2021,Heidenheim,Paderborn,0,0,D,0,0,D,2.34,3.59,3.1,0-0,0-0,14,5,8,3,3,3,0,0
D2,24/07/2021,Werder Bremen,Hannover,1,1,D,0,0,D,1.93,3.9,3.89,0-0,1-1,9,3,13,4,1,1,0,0
D2,25/07/2021,Nurnberg,Erzgebirge Aue,0,0,D,0,0,D,1.7,3.91,5.39,0-0,0-0,19,3,6,3,0,3,0,0
D2,25/07/2021,Sandhausen,Fortuna Dusseldorf,0,2,A,0,0,D,3.45,3.47,2.22,0-0,0-2,10,4,18,7,0,2,0,0
D2,25/07/2021,St Pauli,Holstein Kiel,3,0,H,1,0,H,2.65,3.56,2.71,1-0,3-0,12,3,12,2,0,1,0,0
D2,30/07/2021,Karlsruhe,Darmstadt,3,0,H,1,0,H,1.33,4.41,8.05,1-0,3-0,18,5,5,2,1,3,0,0
D2,30/07/2021,Paderborn,Nurnberg,2,2,D,1,0,H,2.62,3.56,2.73,1-0,2-2,4,3,12,4,1,4,0,0
D2,31/07/2021,Hannover,Hansa Rostock,0,3,A,0,1,A,1.85,3.91,4.31,0-1,0-3,12,6,12,7,2,0,0,0
D2,31/07/2021,Ingolstadt,Heidenheim,1,2,A,0,0,D,3.27,3.27,2.4,0-0,1-2,18,4,12,3,1,1,0,0
D2,31/07/2021,Regensburg,Sandhausen,3,0,H,1,0,H,2.29,3.41,3.35,1-0,3-0,27,13,15,4,1,3,0,1
D2,31/07/2021,Fortuna Dusseldorf,Werder Bremen,2,3,A,0,1,A,2.37,3.49,3.14,0-1,2-3,15,6,16,7,4,3,0,0
D2,01/08/2021,Erzgebirge Aue,St Pauli,0,0,D,0,0,D,3.71,3.7,2.05,0-0,0-0,11,4,12,3,1,2,0,0
D2,01/08/2021,Hamburg,Dresden,1,1,D,1,0,H,1.69,3.97,5.31,1-0,1-1,17,8,7,3,4,2,0,0
D2,01/08/2021,Holstein Kiel,Schalke 04,0,3,A,0,2,A,2.5,3.4,2.99,0-2,0-3,21,4,10,5,3,3,0,0
D2,13/08/2021,Schalke 04,Erzgebirge Aue,1,1,D,1,0,H,1.58,4.06,6.55,1-0,1-1,14,3,10,5,1,2,0,0
D2,13/08/2021,St Pauli,Hamburg,3,2,H,1,1,D,3.07,3.7,2.31,1-1,3-2,15,4,9,2,2,3,0,0
D2,14/08/2021,Holstein Kiel,Regensburg,0,3,A,0,2,A,2.08,3.71,3.53,0-2,0-3,10,2,11,4,1,3,0,0
D2,14/08/2021,Nurnberg,Fortuna Dusseldorf,2,0,H,0,0,D,2.53,3.4,2.92,0-0,2-0,15,6,13,2,3,3,0,0
D2,14/08/2021,Sandhausen,Karlsruhe SC,0,0,D,0,0,D,3.32,3.59,2.21,0-0,0-0,9,3,9,3,3,1,0,0
D2,14/08/2021,Dresden,Hannover,2,0,H,0,0,D,2.89,3.31,2.6,0-0,2-0,13,6,14,2,2,3,0,0
D2,15/08/2021,Darmstadt,Ingolstadt,6,1,H,4,0,H,2.85,3.52,2.51,4-0,6-1,20,9,6,2,2,3,0,0
D2,15/08/2021,Heidenheim,Hansa Rostock,1,1,D,0,0,D,2.01,3.56,3.92,0-0,1-1,12,3,7,6,0,3,0,0
D2,15/08/2021,Werder Bremen,Paderborn,1,4,A,0,3,A,1.92,3.6,4.24,0-3,1-4,18,7,14,7,2,2,0,0
F1,06/08/2021,Monaco,Nantes,1,1,D,1,1,D,1.51,4.62,6.82,1-1,1-1,15,3,5,1,0,0,0,0
F1,07/08/2021,Lyon,Brest,1,1,D,0,1,A,1.35,5.95,8.71,0-1,1-1,17,4,13,8,1,1,0,0
F1,07/08/2021,Troyes,Paris SG,1,2,A,1,2,A,11.77,6.04,1.28,1-2,1-2,15,7,12,3,1,4,0,0
F1,08/08/2021,Rennes,Lens,1,1,D,1,1,D,2.06,3.61,3.85,1-1,1-1,10,2,11,6,0,2,0,0
F1,08/08/2021,Bordeaux,Clermont,0,2,A,0,0,D,2.13,3.47,3.79,0-0,0-2,10,6,19,10,1,0,0,0
F1,08/08/2021,Nice,Reims,0,0,D,0,0,D,1.88,3.78,4.38,0-0,0-0,12,2,5,0,1,1,0,0
F1,08/08/2021,St Etienne,Lorient,1,1,D,0,0,D,2.27,3.64,3.26,0-0,1-1,20,3,12,3,2,3,0,0
F1,08/08/2021,Strasbourg,Angers,0,2,A,0,0,D,2.01,3.55,4.1,0-0,0-2,7,1,9,2,2,3,0,0
F1,08/08/2021,Metz,Lille,3,3,D,2,1,H,5.8,3.44,1.78,2-1,3-3,12,5,18,7,1,2,1,0
F1,08/08/2021,Montpellier,Marseille,2,3,A,2,0,H,3.12,3.58,2.37,2-0,2-3,8,1,21,7,0,1,0,0
F1,13/08/2021,Lorient,Monaco,1,0,H,1,0,H,4.31,3.59,1.95,1-0,1-0,2,2,12,3,3,2,0,0
F1,14/08/2021,Lille,Nice,0,4,A,0,3,A,1.85,3.61,4.86,0-3,0-4,11,2,11,7,3,1,0,0
F1,14/08/2021,Paris SG,Strasbourg,4,2,H,3,0,H,1.21,7.74,13.76,3-0,4-2,11,6,8,2,1,4,0,1
F1,15/08/2021,Angers,Lyon,3,0,H,1,0,H,4.38,3.81,1.88,1-0,3-0,13,6,8,3,1,5,0,1
F1,15/08/2021,Brest,Rennes,1,1,D,0,0,D,3.14,3.43,2.42,0-0,1-1,10,5,6,2,2,3,0,0
